PCA_1,PCA_2,PCA_3,SubjectID,Rank,UpdateDT,RankChange
-130.72505375717225,78.33936208000328,-8.975487652898783,522,198,2021-07-20 21:38:00,1.0
-113.16161897033307,79.14613533441907,4.158224825232427,522,198,2021-08-06 16:31:00,0.0
-103.55990906918328,79.22849578915354,-5.941579661204596,522,192,2021-08-17 11:33:00,-6.0
-78.95251345099595,72.90643157074284,7.26985697883438,522,151,2021-09-09 21:22:00,-41.0
-52.118293875491446,31.83267666360068,10.236402939422682,522,137,2021-10-06 21:07:00,-14.0
-37.99745328412649,17.64580459538091,-7.6955874729254425,522,139,2021-10-21 14:41:00,2.0
-16.52104580338988,19.605327372331104,1.944483717984749,522,194,2021-11-11 20:22:00,55.0
8.100247679094252,74.4070492995579,5.810427532803718,522,188,2021-12-06 10:47:00,-6.0
29.53444514095102,68.25922404562736,-7.2824843618183905,522,193,2021-12-28 09:44:00,5.0
67.60154005742254,73.06097348564809,16.25382756291935,522,170,2022-02-02 17:20:00,-23.0
95.00896289687824,49.77698891577445,7.056004552247082,522,186,2022-03-03 08:29:00,16.0
128.2544281815912,65.55468291330261,8.58638849172015,522,183,2022-04-05 07:57:00,-3.0
158.14685323213894,62.364935385268225,4.788569586829706,522,213,2022-05-04 22:07:00,30.0
187.28305736537868,92.04444667542474,3.5187854154840643,522,210,2022-06-03 07:46:00,-3.0
220.33875984401044,88.72132505974277,4.180569717195862,522,201,2022-07-06 09:11:00,-9.0
247.06457826776523,79.68225555484459,-0.5352361517854138,522,209,2022-08-02 11:02:00,8.0
285.44343501224745,87.20152718352522,3.5425180800740783,522,191,2022-09-08 15:13:00,-18.0
313.93475874468186,69.00436732315227,-4.603120307676862,522,191,2022-10-07 18:20:00,0.0
317.8128412505446,69.03690289584519,-28.701015811231258,522,187,2022-10-13 08:42:00,-4.0
-206.25676386565956,2.008093032375527,-5.5881063831811595,523,14,2021-05-06 14:13:00,-106.0
-197.75524387364254,-103.93304439791795,-1.4669492670918896,523,19,2021-05-15 21:41:00,5.0
-189.9533885056651,-99.01816275943887,-6.684740248079889,523,18,2021-05-24 10:53:00,-1.0
-180.56701336304232,-100.03006447877256,3.1958504082075905,523,20,2021-06-02 13:51:00,2.0
-168.63113911239185,-98.13819965076611,-0.2774263726095292,523,27,2021-06-13 22:57:00,7.0
-160.8995144135096,-91.23471109200588,-7.307766160844894,523,24,2021-06-22 11:35:00,-3.0
-150.58885266173473,-94.23303316335561,2.3110737788241877,523,29,2021-07-01 16:34:00,5.0
-139.6316564647407,-89.47841013643503,-1.66729944443588,523,198,2021-07-13 10:53:00,169.0
-130.71899155211815,79.4226523814384,-8.684952690205519,523,203,2021-07-20 21:38:00,5.0
-113.05140369402623,84.22467579677782,4.333580336879113,523,193,2021-08-06 16:31:00,-10.0
-103.58715243622093,74.19382854728384,-6.1852019203354605,523,190,2021-08-17 11:33:00,-3.0
